primaryIdentifier,organism.shortName,pathways.identifier,pathways.name,pathways.link
SGD:S000005048,S. cerevisiae,PTWY:LEUSYN-PWY-1,L-leucine biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=LEUSYN-PWY-1
SGD:S000005634,S. cerevisiae,PTWY:BRANCHED-CHAIN-AA-SYN-PWY-1,superpathway of branched chain amino acid biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=BRANCHED-CHAIN-AA-SYN-PWY-1
SGD:S000005634,S. cerevisiae,PTWY:LEUSYN-PWY-1,L-leucine biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=LEUSYN-PWY-1
SGD:S000006152,S. cerevisiae,PTWY:FASYN-ELONG2-PWY,fatty acid elongation,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=FASYN-ELONG2-PWY
SGD:S000006152,S. cerevisiae,PTWY:PWY3O-10,"fatty acid biosynthesis, initial steps",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-10
SGD:S000006152,S. cerevisiae,PTWY:PWY3O-31723,fatty acids biosynthesis (yeast),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-31723
SGD:S000006152,S. cerevisiae,PTWY:PWY3O-355,stearate biosynthesis III (fungi),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-355
SGD:S000006152,S. cerevisiae,PTWY:PWY3O-5962,"superpathway of fatty acid biosynthesis, saturated and unsaturated",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-5962
SGD:S000006152,S. cerevisiae,PTWY:PWY3O-6336,"superpathway of fatty acid biosynthesis, saturated",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-6336
SGD:S000006152,S. cerevisiae,PTWY:PWY3O-8514,palmitate biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-8514
SGD:S000003472,S. cerevisiae,PTWY:GLUCFERMEN-PWY,superpathway of glucose fermentation,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLUCFERMEN-PWY
SGD:S000003472,S. cerevisiae,PTWY:GLYCOLYSIS,glycolysis I (from glucose 6-phosphate),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLYCOLYSIS
SGD:S000005668,S. cerevisiae,PTWY:PWY3O-94,superpathway of TCA cycle and glyoxylate cycle,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-94
SGD:S000005668,S. cerevisiae,PTWY:TCA-EUK-PWY,"TCA cycle, aerobic respiration",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=TCA-EUK-PWY
SGD:S000004902,S. cerevisiae,PTWY:ALL-CHORISMATE-PWY-1,superpathway of chorismate metabolism,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=ALL-CHORISMATE-PWY-1
SGD:S000004902,S. cerevisiae,PTWY:FOLSYN-PWY-1,superpathway of tetrahydrofolate biosynthesis and salvage,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=FOLSYN-PWY-1
SGD:S000004902,S. cerevisiae,PTWY:PWY3O-1874,p-aminobenzoate biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-1874
SGD:S000004902,S. cerevisiae,PTWY:PWY3O-45,folate biosynthesis II,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-45
SGD:S000004902,S. cerevisiae,PTWY:PWY-6543,4-aminobenzoate biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-6543
SGD:S000003008,S. cerevisiae,PTWY:PWY3O-50,tetrapyrrole biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-50
SGD:S000003008,S. cerevisiae,PTWY:PWY3O-69,superpathway of heme and siroheme biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-69
SGD:S000004498,S. cerevisiae,PTWY:PWY3O-1,salvage pathways of purines and their nucleosides,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-1
SGD:S000004498,S. cerevisiae,PTWY:PWY3O-2220,"salvage pathways of adenine, hypoxanthine and their nucleosides",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-2220
SGD:S000004498,S. cerevisiae,PTWY:PWY3O-285,superpathway of purine biosynthesis and salvage pathways,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-285
SGD:S000002762,S. cerevisiae,PTWY:ALL-CHORISMATE-PWY-1,superpathway of chorismate metabolism,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=ALL-CHORISMATE-PWY-1
SGD:S000002762,S. cerevisiae,PTWY:COMPLETE-ARO-PWY-1,superpathway of aromatic amino acid biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=COMPLETE-ARO-PWY-1
SGD:S000000892,S. cerevisiae,PTWY:ALL-CHORISMATE-PWY-1,superpathway of chorismate metabolism,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=ALL-CHORISMATE-PWY-1
SGD:S000000892,S. cerevisiae,PTWY:COMPLETE-ARO-PWY-1,superpathway of aromatic amino acid biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=COMPLETE-ARO-PWY-1
SGD:S000006032,S. cerevisiae,PTWY:ARGDEG-YEAST-PWY,arginine degradation (aerobic),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=ARGDEG-YEAST-PWY
SGD:S000003170,S. cerevisiae,PTWY:ALL-CHORISMATE-PWY-1,superpathway of chorismate metabolism,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=ALL-CHORISMATE-PWY-1
SGD:S000003170,S. cerevisiae,PTWY:COMPLETE-ARO-PWY-1,superpathway of aromatic amino acid biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=COMPLETE-ARO-PWY-1
SGD:S000003170,S. cerevisiae,PTWY:PWY3O-351,superpathway of methionine salvage pathway,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-351
SGD:S000003170,S. cerevisiae,PTWY:PWY3O-4108,L-tyrosine degradation III,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-4108
SGD:S000003170,S. cerevisiae,PTWY:PWY3O-4153,phenylalanine biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-4153
SGD:S000001179,S. cerevisiae,PTWY:ALL-CHORISMATE-PWY-1,superpathway of chorismate metabolism,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=ALL-CHORISMATE-PWY-1
SGD:S000001179,S. cerevisiae,PTWY:COMPLETE-ARO-PWY-1,superpathway of aromatic amino acid biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=COMPLETE-ARO-PWY-1
SGD:S000001179,S. cerevisiae,PTWY:PWY3O-351,superpathway of methionine salvage pathway,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-351
SGD:S000001179,S. cerevisiae,PTWY:PWY3O-4108,L-tyrosine degradation III,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-4108
SGD:S000001179,S. cerevisiae,PTWY:PWY3O-4153,phenylalanine biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-4153
SGD:S000000854,S. cerevisiae,PTWY:P4-PWY-1,superpathway of threonine and methionine biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=P4-PWY-1
SGD:S000000854,S. cerevisiae,PTWY:PWY3O-7,superpathway of threonine biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-7
SGD:S000000854,S. cerevisiae,PTWY:PWY3O-954,superpathway of methionine biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-954
SGD:S000000854,S. cerevisiae,PTWY:PWY-821-1,superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-821-1
SGD:S000000854,S. cerevisiae,PTWY:THRESYN-PWY,superpathway of L-threonine biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=THRESYN-PWY
SGD:S000002565,S. cerevisiae,PTWY:P4-PWY-1,superpathway of threonine and methionine biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=P4-PWY-1
SGD:S000002565,S. cerevisiae,PTWY:PWY3O-7,superpathway of threonine biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-7
SGD:S000002565,S. cerevisiae,PTWY:PWY3O-954,superpathway of methionine biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-954
SGD:S000002565,S. cerevisiae,PTWY:PWY-821-1,superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-821-1
SGD:S000002565,S. cerevisiae,PTWY:THRESYN-PWY,superpathway of L-threonine biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=THRESYN-PWY
SGD:S000000857,S. cerevisiae,PTWY:PRPP-PWY-1,"superpathway of histidine, purine, and pyrimidine biosynthesis",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PRPP-PWY-1
SGD:S000003771,S. cerevisiae,PTWY:PWY-5340,sulfate activation (for sulfonation),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-5340
SGD:S000003771,S. cerevisiae,PTWY:PWY-781,sulfate assimilation pathway,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-781
SGD:S000003771,S. cerevisiae,PTWY:PWY-821-1,superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-821-1
SGD:S000003771,S. cerevisiae,PTWY:SO4ASSIM-PWY,assimilatory sulfate reduction I,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=SO4ASSIM-PWY
SGD:S000000523,S. cerevisiae,PTWY:BRANCHED-CHAIN-AA-SYN-PWY-1,superpathway of branched chain amino acid biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=BRANCHED-CHAIN-AA-SYN-PWY-1
SGD:S000000523,S. cerevisiae,PTWY:LEUSYN-PWY-1,L-leucine biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=LEUSYN-PWY-1
SGD:S000001665,S. cerevisiae,PTWY:FASYN-ELONG2-PWY,fatty acid elongation,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=FASYN-ELONG2-PWY
SGD:S000001665,S. cerevisiae,PTWY:PWY3O-10,"fatty acid biosynthesis, initial steps",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-10
SGD:S000001665,S. cerevisiae,PTWY:PWY3O-31723,fatty acids biosynthesis (yeast),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-31723
SGD:S000001665,S. cerevisiae,PTWY:PWY3O-355,stearate biosynthesis III (fungi),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-355
SGD:S000001665,S. cerevisiae,PTWY:PWY3O-5962,"superpathway of fatty acid biosynthesis, saturated and unsaturated",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-5962
SGD:S000001665,S. cerevisiae,PTWY:PWY3O-6336,"superpathway of fatty acid biosynthesis, saturated",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-6336
SGD:S000001665,S. cerevisiae,PTWY:PWY3O-8514,palmitate biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-8514
SGD:S000004818,S. cerevisiae,PTWY:GLUCFERMEN-PWY,superpathway of glucose fermentation,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLUCFERMEN-PWY
SGD:S000004818,S. cerevisiae,PTWY:GLYCOLYSIS,glycolysis I (from glucose 6-phosphate),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLYCOLYSIS
SGD:S000003476,S. cerevisiae,PTWY:PWY3O-94,superpathway of TCA cycle and glyoxylate cycle,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-94
SGD:S000003476,S. cerevisiae,PTWY:TCA-EUK-PWY,"TCA cycle, aerobic respiration",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=TCA-EUK-PWY
SGD:S000002327,S. cerevisiae,PTWY:PWY-1801-1,formaldehyde oxidation II (glutathione-dependent),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-1801-1
SGD:S000003666,S. cerevisiae,PTWY:PRPP-PWY-1,"superpathway of histidine, purine, and pyrimidine biosynthesis",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PRPP-PWY-1
SGD:S000003666,S. cerevisiae,PTWY:PWY0-162,superpathway of pyrimidine ribonucleotides de novo biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY0-162
SGD:S000003666,S. cerevisiae,PTWY:PYRIMID-RNTSYN-PWY,de novo biosynthesis of pyrimidine ribonucleotides,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PYRIMID-RNTSYN-PWY
SGD:S000003116,S. cerevisiae,PTWY:ALL-CHORISMATE-PWY-1,superpathway of chorismate metabolism,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=ALL-CHORISMATE-PWY-1
SGD:S000003116,S. cerevisiae,PTWY:ARO-PWY-1,chorismate biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=ARO-PWY-1
SGD:S000003116,S. cerevisiae,PTWY:COMPLETE-ARO-PWY-1,superpathway of aromatic amino acid biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=COMPLETE-ARO-PWY-1
SGD:S000000417,S. cerevisiae,PTWY:PWY3O-69,superpathway of heme and siroheme biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-69
SGD:S000000417,S. cerevisiae,PTWY:PWY-5194-1,siroheme biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-5194-1
SGD:S000005427,S. cerevisiae,PTWY:YEAST-RIBOSYN-PWY,"riboflavin, FMN and FAD biosynthesis",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=YEAST-RIBOSYN-PWY
SGD:S000003203,S. cerevisiae,PTWY:DENOVOPURINE2-PWY,superpathway of purine nucleotides de novo biosynthesis II,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=DENOVOPURINE2-PWY
SGD:S000003203,S. cerevisiae,PTWY:DENOVOPURINE3-PWY,de novo biosynthesis of purine nucleotides,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=DENOVOPURINE3-PWY
SGD:S000003203,S. cerevisiae,PTWY:PRPP-PWY-1,"superpathway of histidine, purine, and pyrimidine biosynthesis",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PRPP-PWY-1
SGD:S000003203,S. cerevisiae,PTWY:PWY3O-285,superpathway of purine biosynthesis and salvage pathways,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-285
SGD:S000001386,S. cerevisiae,PTWY:PWY3O-6407,phosphatidate biosynthesis I (the dihydroxyacetone pathway),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-6407
SGD:S000001386,S. cerevisiae,PTWY:PWY3O-6635,superpathway of phosphatidate biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-6635
SGD:S000003518,S. cerevisiae,PTWY:BIOTIN-SYNTHESIS-PWY,biotin biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=BIOTIN-SYNTHESIS-PWY
SGD:S000005224,S. cerevisiae,PTWY:ERGOSTEROL-SYN-PWY-1,superpathway of ergosterol biosynthesis I,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=ERGOSTEROL-SYN-PWY-1
SGD:S000005224,S. cerevisiae,PTWY:PWY-6074-1,zymosterol biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-6074-1
SGD:S000004617,S. cerevisiae,PTWY:ERGOSTEROL-SYN-PWY-1,superpathway of ergosterol biosynthesis I,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=ERGOSTEROL-SYN-PWY-1
SGD:S000004617,S. cerevisiae,PTWY:PWY-6075-1,ergosterol biosynthesis I,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-6075-1
SGD:S000002980,S. cerevisiae,PTWY:ERGOSTEROL-SYN-PWY-1,superpathway of ergosterol biosynthesis I,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=ERGOSTEROL-SYN-PWY-1
SGD:S000002980,S. cerevisiae,PTWY:PWY-6075-1,ergosterol biosynthesis I,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-6075-1
SGD:S000002969,S. cerevisiae,PTWY:ERGOSTEROL-SYN-PWY-1,superpathway of ergosterol biosynthesis I,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=ERGOSTEROL-SYN-PWY-1
SGD:S000002969,S. cerevisiae,PTWY:PWY-6074-1,zymosterol biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-6074-1
SGD:S000003292,S. cerevisiae,PTWY:ERGOSTEROL-SYN-PWY-1,superpathway of ergosterol biosynthesis I,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=ERGOSTEROL-SYN-PWY-1
SGD:S000003292,S. cerevisiae,PTWY:PWY-6074-1,zymosterol biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-6074-1
SGD:S000004046,S. cerevisiae,PTWY:ERGOSTEROL-SYN-PWY-1,superpathway of ergosterol biosynthesis I,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=ERGOSTEROL-SYN-PWY-1
SGD:S000004046,S. cerevisiae,PTWY:PWY-6075-1,ergosterol biosynthesis I,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-6075-1
SGD:S000004815,S. cerevisiae,PTWY:ERGOSTEROL-SYN-PWY-1,superpathway of ergosterol biosynthesis I,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=ERGOSTEROL-SYN-PWY-1
SGD:S000004815,S. cerevisiae,PTWY:PWY-6075-1,ergosterol biosynthesis I,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-6075-1
SGD:S000002301,S. cerevisiae,PTWY:PHOSLIPSYN2-PWY-1,phospholipid biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PHOSLIPSYN2-PWY-1
SGD:S000002301,S. cerevisiae,PTWY:PHOS-PWY,superpathway of phosphatidic acid and phospholipid biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PHOS-PWY
SGD:S000002301,S. cerevisiae,PTWY:PWY3O-2,superpathway of phospholipid biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-2
SGD:S000004506,S. cerevisiae,PTWY:PWY3O-4,carnitine shuttle,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-4
SGD:S000000826,S. cerevisiae,PTWY:PWY3O-4,carnitine shuttle,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-4
SGD:S000002664,S. cerevisiae,PTWY:DETOX1-PWY,superoxide radicals degradation,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=DETOX1-PWY
SGD:S000003015,S. cerevisiae,PTWY:GLUCOSE-MANNOSYL-CHITO-DOLICHOL,lipid-linked oligosaccharide biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLUCOSE-MANNOSYL-CHITO-DOLICHOL
SGD:S000004147,S. cerevisiae,PTWY:ASPARAGINE-DEG2-PWY,asparagine degradation,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=ASPARAGINE-DEG2-PWY
SGD:S000004148,S. cerevisiae,PTWY:ASPARAGINE-DEG2-PWY,asparagine degradation,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=ASPARAGINE-DEG2-PWY
SGD:S000004150,S. cerevisiae,PTWY:ASPARAGINE-DEG2-PWY,asparagine degradation,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=ASPARAGINE-DEG2-PWY
SGD:S000004145,S. cerevisiae,PTWY:ASPARAGINE-DEG2-PWY,asparagine degradation,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=ASPARAGINE-DEG2-PWY
SGD:S000000995,S. cerevisiae,PTWY:SPHINGOLIPID-SYN-PWY-1,sphingolipid biosynthesis (yeast),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=SPHINGOLIPID-SYN-PWY-1
SGD:S000001491,S. cerevisiae,PTWY:SPHINGOLIPID-SYN-PWY-1,sphingolipid biosynthesis (yeast),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=SPHINGOLIPID-SYN-PWY-1
SGD:S000004913,S. cerevisiae,PTWY:SPHINGOLIPID-SYN-PWY-1,sphingolipid biosynthesis (yeast),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=SPHINGOLIPID-SYN-PWY-1
